Published_date,Bid_closing_date,Tender_opening_date,Title,Organisation,Value
06-Sep-2023 05:30 PM,14-Sep-2023 09:00 AM,15-Sep-2023 09:15 AM,"[P/F precast RCC benches at various location in Ward No. 36, Nilothi, Narela Zone] [MCD/TR/6335/2023_5_1_1/1][2023_MCD_166852_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"4,66,324"
06-Sep-2023 05:30 PM,19-Sep-2023 06:00 PM,23-Sep-2023 11:00 AM,"[Providing and fixing ANG partition for DDG office at Aizawl, Mizoram BA] [NIT 12/BSNL/CD/AZL/2023-24][2023_BSNL_166931_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||North East-I||O/o CGMT, NE-I Circle, Shillong","4,71,571"
06-Sep-2023 05:30 PM,14-Sep-2023 09:00 AM,15-Sep-2023 09:15 AM,[Providing and fixing of Precast RCC Benches at different locations in ward no. 26 Pooth Kalan in Narela Zone.] [MCD/TR/6188/2023_5_1_1/1][2023_MCD_166858_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"4,66,324"
06-Sep-2023 05:30 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:30 PM,"[E Tender for Wellness Centre and SPA at Extended Domestic Security Hold Area, First Floor at Madurai Airport] [AAI/MDU/COMML/ET/202324/05][2023_AAI_166891_1]",Airports Authority of India||Southern Region - AAI||MADURAI - AAI||COMMERCIAL-VOMD - AAI,"1,50,000"
06-Sep-2023 05:30 PM,14-Sep-2023 09:00 AM,15-Sep-2023 09:15 AM,[Providing and fixing of RCC Benches at different locations in ward no. 32 kanjhawla in Narela Zone.] [MCD/TR/6184/2023_5_1_1/1][2023_MCD_166875_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"4,66,324"
06-Sep-2023 05:30 PM,14-Sep-2023 09:00 AM,15-Sep-2023 09:15 AM,"[P/F precast RCC benches at various location in Ward No. 35, Mundka, M-II, Narela Zone] [MCD/TR/6191/2023_5_1_1/1][2023_MCD_166859_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"4,66,324"
06-Sep-2023 05:25 PM,12-Sep-2023 05:30 PM,14-Sep-2023 12:00 PM,[Tender For WIFI installation at IIWBR karnal] [GM/KRL/EB/03][2023_BSNL_166897_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Haryana Telecom Circle||GMTD,Karnal","20,00,000"
06-Sep-2023 05:20 PM,20-Sep-2023 05:00 PM,21-Sep-2023 05:00 PM,[PERCENTAGE RATE CONTRACT FOR INSIDE FACTORY AT CFA] [TE/CFA/06/EO/CIVIL][2023_MIL_166867_1],Munitions India Limited||Cordite Factory Aruvankadu Aruvankadu Tamil Nadu,"20,00,000"
06-Sep-2023 05:15 PM,12-Sep-2023 04:00 PM,13-Sep-2023 04:30 PM,"[Architectural and Engineering Consultancy Services for The Extension of District Veterinary Hospital in the District of Jharsuguda, Odisha] [NPCC/SEZ/AC/VET-JHA/353][2023_NPCC_166910_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,NA
06-Sep-2023 05:15 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,[Renovation of Chemical Engineering Pilot Plant Shed No 4] [NEIST-29(2012)/W-2023][2023_CSIR_166929_1],Council of Scientific and Industrial Research||NEIST-Jorhat - CSIR||ESD-NEIST - CSIR,"5,80,752"
06-Sep-2023 05:00 PM,09-Oct-2023 03:30 PM,10-Oct-2023 03:30 PM,[SUPPLY OF CONTINUOSLY TUNABLE LASER WITH ISOLATOR AND DELIVERY FIBER] [P/NC/101/NBM/SO(SB)/GET/22-23][2023_CSIR_166876_1],Council of Scientific and Industrial Research||CGCRI-Kolkatta - CSIR||Purchase-CGCRI - CSIR,NA
06-Sep-2023 05:00 PM,13-Sep-2023 01:00 PM,14-Sep-2023 02:30 PM,[PUR/IICT/DMS/699/23-24] [PUR/IICT/DMS/699/23-24][2023_CSIR_166911_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,0.00
06-Sep-2023 05:00 PM,12-Sep-2023 11:00 AM,13-Sep-2023 11:30 AM,[NIT No 23/EEE/KBZ/MCD/2023-24 Item No.01] [MCD/TR/6173/2023_6_1_1/1][2023_MCD_166862_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"2,64,151"
06-Sep-2023 05:00 PM,13-Sep-2023 01:00 PM,14-Sep-2023 02:30 PM,[PUR/IICT/DMS/396/23-24] [PUR/IICT/DMS/396/23-24][2023_CSIR_166873_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,0.00
06-Sep-2023 05:00 PM,26-Oct-2023 11:00 AM,27-Oct-2023 11:30 AM,[Development of 4 lane Economic Corridor from Guskara-Katwa Road to Mayurakshi Bridge Approach section Km 133.000 to Km 180.000 of NH 116A (Pkg-IV) in the state of West Bengal under Hybrid Annuity Mode.] [NHAI/WB/EC/ Kharagpur-Moregram/ Gf/Pkg4][2023_NHAI_166914_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"10,39,26,00,000"
06-Sep-2023 05:00 PM,13-Sep-2023 02:30 PM,14-Sep-2023 03:00 PM,[Spare Parts for LC-Mass Spectrometer Model No.-XEVO TQD Serial No. QCA1232] [CDRI/2023/IND71961][2023_CSIR_166874_1],Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR,NA
06-Sep-2023 05:00 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:30 PM,[Supply of spare parts for MTS HPU.] [A3(15917)2023/PUR][2023_CSIR_166880_1],Council of Scientific and Industrial Research||SERC-Chennai - CSIR||Purchase-SERC - CSIR,NA
06-Sep-2023 05:00 PM,20-Sep-2023 03:00 PM,21-Sep-2023 04:00 PM,"[Repair works for Khal Bridge ( Bldg. No.- 42) at MSF, Ishapore .] [MSF/08/2022-23/CO][2023_YIL_166893_1]",Yantra India Limited||METAL AND STEEL FACTORY - 24 PARGANAS,"9,86,864"
06-Sep-2023 05:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[SUPPLY OF RXI-624SIL MS CAP.COLUMN] [04(43)/2023-P][2023_CSIR_166913_1],Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||Purchase-IIIM - CSIR,NA
06-Sep-2023 05:00 PM,20-Sep-2023 03:00 PM,21-Sep-2023 04:00 PM,"[Repair works for Khal Bridge ( Bldg. No.- 42) at MSF, Ishapore .] [MSF/08/2022-23/CO][2023_YIL_166893_1]",Yantra India Limited||METAL AND STEEL FACTORY - 24 PARGANAS,"9,86,864"
06-Sep-2023 05:00 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,[Limited tender for procurement of equipment for execution of Turnkey Project from empanneled SI of BSNL] [HR-AMB-17/11(11)/12/2023-PLG AMB BA HR Dt.06.09.23][2023_BSNL_166833_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Haryana Telecom Circle||GMTD, Ambala","30,00,000"
06-Sep-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[PROCUREMENT OF LUBRICANTS FOR PTA PLANT GMPL MANGALORE SEZ FOR TWO YEARS PERIOD ON RATE CONTRACT BASIS.] [GAIL/GMPL/20114336/SS][2023_GAIL_166821_1],GAIL (India) Limited||GAIL India Limited- Pata,NA
06-Sep-2023 05:00 PM,13-Sep-2023 01:00 PM,14-Sep-2023 02:30 PM,[PUR/IICT/DMS/739/23-24] [PUR/IICT/DMS/739/23-24][2023_CSIR_166882_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,0.00
06-Sep-2023 05:00 PM,13-Sep-2023 02:30 PM,14-Sep-2023 03:00 PM,[Spare Parts for LC-Mass Spectrometer Model No.-XEVO TQD Serial No. QCA1232] [CDRI/2023/IND71961][2023_CSIR_166874_1],Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR,NA
06-Sep-2023 05:00 PM,26-Oct-2023 11:00 AM,27-Oct-2023 11:30 AM,[Development of 4 lane Economic Corridor from Guskara-Katwa Road to Mayurakshi Bridge Approach section Km 133.000 to Km 180.000 of NH 116A (Pkg-IV) in the state of West Bengal under Hybrid Annuity Mode.] [NHAI/WB/EC/ Kharagpur-Moregram/ Gf/Pkg4][2023_NHAI_166914_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"10,39,26,00,000"
06-Sep-2023 05:00 PM,12-Sep-2023 11:00 AM,13-Sep-2023 11:30 AM,[NIT No 23/EEE/KBZ/MCD/2023-24 Item No.02] [MCD/TR/3535/2023_6_1_1/1][2023_MCD_166857_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"4,93,413"
06-Sep-2023 05:00 PM,25-Sep-2023 02:00 PM,26-Sep-2023 02:30 PM,[Supply of Medicines for CSR Health Camps (2023-24)] [22/24408][2023_IREL_166793_1],IREL (INDIA) Limited||Corporate Office Mumbai - IREL,"11,99,487"
06-Sep-2023 05:00 PM,14-Sep-2023 10:00 AM,14-Sep-2023 10:00 AM,[11/MWEEE-I/2022-23/TC Item no.1] [11/MWEEE-I/2022-23/TC][2023_MCD_166795_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"4,43,659"
06-Sep-2023 05:00 PM,12-Sep-2023 11:00 AM,13-Sep-2023 11:30 AM,[NIT No 23/EEE/KBZ/MCD/2023-24 Item No.02] [MCD/TR/3535/2023_6_1_1/1][2023_MCD_166857_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"4,93,413"
06-Sep-2023 05:00 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,[Limited tender for procurement of equipment for execution of Turnkey Project from empanneled SI of BSNL] [HR-AMB-17/11(11)/12/2023-PLG AMB BA HR Dt.06.09.23][2023_BSNL_166833_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Haryana Telecom Circle||GMTD, Ambala","30,00,000"
06-Sep-2023 05:00 PM,12-Sep-2023 11:00 AM,13-Sep-2023 11:00 AM,[EEE-II/TC/2023-24/07.1] [EEE-II/TC/2023-24/07.1][2023_MCD_166855_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"9,31,708"
06-Sep-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[PROCUREMENT OF LUBRICANTS FOR PTA PLANT GMPL MANGALORE SEZ FOR TWO YEARS PERIOD ON RATE CONTRACT BASIS.] [GAIL/GMPL/20114336/SS][2023_GAIL_166821_1],GAIL (India) Limited||GAIL India Limited- Pata,NA
06-Sep-2023 04:50 PM,27-Sep-2023 04:00 PM,29-Sep-2023 11:00 AM,[Supply and Installation of Sensors for Permeability Measurement] [3(POQ)/24/23-24/PUR/T-22][2023_CSIR_166887_1],Council of Scientific and Industrial Research||NEIST-Jorhat - CSIR||Purchase-NEIST - CSIR,NA
06-Sep-2023 04:45 PM,12-Sep-2023 04:00 PM,13-Sep-2023 04:30 PM,"[Architectural and Engineering Consultancy Services for The Extension of Block Veterinary Dispensary at Erasama in The District of Jagatsinghpur, Odisha] [NPCC/SEZ/AC/VET-JAG/352][2023_NPCC_166899_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,NA
06-Sep-2023 04:30 PM,25-Sep-2023 05:00 PM,26-Sep-2023 05:00 PM,[Strengthening of damaged sea wall protection work at western side from south end of canteen building towards south(Balance portion)] [IREL/Chavara/23-24/T.No.83][2023_IREL_165588_1],IREL (INDIA) Limited,"49,38,300"
06-Sep-2023 04:25 PM,13-Sep-2023 03:00 PM,13-Sep-2023 05:00 PM,[Selection of Back-end Partner For E-Library As A Unified Platform (Branded Web And Mobile Apps) solutions for Maharashtra based client ] [TCIL/ITandT-1/ e-library/2023/01][2023_TCIL_166898_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||E-Gov Division - TCIL,NA
06-Sep-2023 04:15 PM,12-Sep-2023 04:00 PM,13-Sep-2023 04:30 PM,"[Construction of PHC Day Care Building at Birmal in the District of Bargarh, Odisha] [NPCC/SEZ/CA/PHC-DC/BIR/351 ][2023_NPCC_166881_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,NA
06-Sep-2023 04:15 PM,15-Sep-2023 03:00 PM,16-Sep-2023 03:00 PM,[SUPPLY OF CRANE MAKE BUTTERFLY VALVE WITH DOUBLE ACTING ACTUATOR] [HBL/TEN/PUB/23-24/218][2023_HPCLB_166903_1],HPCL Biofuels Limited||Purchase (Patna),NA
06-Sep-2023 04:00 PM,27-Sep-2023 12:00 PM,29-Sep-2023 12:00 PM,[NTR LOT 8DELHI NCT Patch Work 24 F OFC ] [T01_BSNL_DGM PROJECT_OFC LAYING_DELHI AREA][2023_BSNL_166870_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Projects||GM TP ND||DGM (TP) NCR,"23,62,736"
06-Sep-2023 04:00 PM,25-Sep-2023 04:00 PM,26-Sep-2023 04:00 PM,[AMC OF DG SET 625 KVA] [08(04)/2023-P-AMC][2023_CSIR_166818_1],Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||Purchase-IIIM - CSIR,NA
06-Sep-2023 03:40 PM,12-Sep-2023 02:00 PM,13-Sep-2023 02:00 PM,[OFC patch work and fault searching /repairing works of Zone wise under Bharatnet Phase-II project in Varanasi OA of Varanasi Business Area] [7-6 /AGM/PLG/TENDER/ofcpatchwork][2023_BSNL_164674_2],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Varanasi,"14,00,000"
06-Sep-2023 03:40 PM,26-Oct-2023 11:00 AM,27-Oct-2023 11:30 AM,[Development of 4 lane EC from Bowaichandi to Guskara-Katwa Road Sec Km 89.814 to Km 133.000 of NH 116A (Package3) in the state of West Bengal under Hybrid Annuity Mode.] [NHAI/WB/EC /Kharagpur-Moregram /GF/Pkg3/ 2023 ][2023_NHAI_166878_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"12,31,32,00,000"
06-Sep-2023 03:30 PM,13-Sep-2023 04:40 PM,14-Sep-2023 05:00 PM,[Mnova Software] [CFTRI/82406/23-24][2023_CSIR_166871_1],Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR,NA
06-Sep-2023 03:30 PM,13-Sep-2023 06:00 PM,15-Sep-2023 03:30 PM,"[Providing and Erecting of 3X 9.00 M poles including horizontal and Vertical gantry on terrace of Industrial Canteen building, ODF Campus, Yeddumailaram, Sangareddy, MEDAK BA - Recall] [NIT No.51/BSNL/CD-I/HYD/2023-24][2023_BSNL_166808_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||CE Civil,"3,34,023"
06-Sep-2023 03:30 PM,22-Sep-2023 10:00 AM,23-Sep-2023 10:30 AM,[Periodical Services at Ordnance Factory Estate at Sector 29A Chandigarh Type I II III inside and outside] [OFCD/OTE/Civil/23-24/04][2023_IOL_166868_1],India Optel Limited||ORDNANCE FACTORY CHANDIGARH - IOL||ENGINEERING OFFICE,"90,77,249"
06-Sep-2023 03:30 PM,11-Sep-2023 10:00 AM,11-Sep-2023 01:00 PM,"[RATE CONTRACT FOR PROVIDING AND DISPLAYING OF FLORAL BOARD AND OTHER FLOWER MATERIALS (DECORATIONS) FOR USE IN VARIOUS MARKETS, HOTELS, MCD ROADS, PARKS RETIREMENT FUNTION ETC. CENTRAL ZONE UNDER THE JURISDICTION OF MCD] [DDH/CNZ/MCD/2023-24/D-537/NIT No.9 ][2023_MCD_166762_1]",Municipal Corporation of Delhi||Horticulture Department - MCD,"10,00,000"
06-Sep-2023 03:00 PM,15-Sep-2023 10:00 AM,16-Sep-2023 10:00 AM,[GTG Ventilation System Filters] [NFB/PUR/SP/230008][2023_NFL_166809_1],National Fertilizers Limited||NFL Unit- Bathinda||Materials Deptt,NA
06-Sep-2023 03:00 PM,26-Sep-2023 06:00 PM,28-Sep-2023 11:00 AM,[Closing Vertical gap between Cable net Glazing and UGF Floor Slab of NITB] [AAI/PB/ENGG(C)/GAP FILLING][2023_AAI_166836_1],Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||ENGG CIVIL-VOPB - AAI,"43,61,430"
06-Sep-2023 03:00 PM,15-Sep-2023 10:00 AM,16-Sep-2023 10:00 AM,[GTG Ventilation System Filters] [NFB/PUR/SP/230008][2023_NFL_166809_1],National Fertilizers Limited||NFL Unit- Bathinda||Materials Deptt,NA
06-Sep-2023 03:00 PM,26-Sep-2023 06:00 PM,28-Sep-2023 11:00 AM,[Closing Vertical gap between Cable net Glazing and UGF Floor Slab of NITB] [AAI/PB/ENGG(C)/GAP FILLING][2023_AAI_166836_1],Airports Authority of India||Eastern Region - AAI||PORTBLAIR - AAI||ENGG CIVIL-VOPB - AAI,"43,61,430"
06-Sep-2023 03:00 PM,27-Sep-2023 02:00 PM,28-Sep-2023 03:00 PM,[Tender for Maintenance and upkeep of Telecom Infrastructure in Kamrup BA] [WD-3031/Maintenance/23-24/][2023_BSNL_166830_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Assam Telecom Circle Guwahati||GMTD, Kamrup","1,36,69,152"
06-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,[MICROSOFT OFFICE] [PUR/423-24/465/AMS/AARTI/PO][2023_CSIR_166796_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
06-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,[PUR/4/23-24/2234/LSPD/RRB] [PUR/4/22-23/2234/LSPD/RRB/PO][2023_CSIR_166804_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
06-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[SUPPLY OF CONSUMABLE ITEMS] [PUR/156/R and A/RK/P/2023-24][2023_CSIR_166390_1],Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR,NA
06-Sep-2023 02:50 PM,18-Sep-2023 12:00 PM,19-Sep-2023 12:30 PM,[01/ES/25/2023-ELE.] [01/ES/25/2023-ELE.][2023_CSIR_166837_1],Council of Scientific and Industrial Research||NBRI-LUcknow - CSIR||ESD-NBRI - CSIR,"96,556"
06-Sep-2023 02:50 PM,18-Sep-2023 12:00 PM,19-Sep-2023 12:30 PM,[01/ES/23/2023-ELE.] [01/ES/23/2023-ELE.][2023_CSIR_166843_1],Council of Scientific and Industrial Research||NBRI-LUcknow - CSIR||ESD-NBRI - CSIR,"57,176"
06-Sep-2023 02:00 PM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,[Engagement of user fee collection agency on the basis of CB through for Puraini FP at Km.79.304 for the section Nagina Kashipur from km 71.614 to km 170.407 of NH 74 in Pradesh and Uttarakhand ] [NHAI/13013/547/ CO/23-24/CB/Puraini FP ][2023_NHAI_166844_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,"25,21,00,000"
06-Sep-2023 02:00 PM,04-Oct-2023 12:00 PM,05-Oct-2023 12:00 PM,[Supply installation testing and commissioning of 1 no 110KLD STP 1 no 30KLD and 1 no 7KLD PLC based fully automatic MBBR technology based plant along with the entire piping network to connect all the toilet blocks and the related civil works at RTPS] [DVC/TENDER/HQ/CIVIL/009][2023_DVC_166785_1],Damodar Valley Corporation||RTPS Raghunathpur - DVC||C and M,"1,60,20,000"
06-Sep-2023 01:40 PM,19-Sep-2023 11:00 AM,20-Sep-2023 12:30 PM,[Shifting of 400 Kv Meramundali JSPL DC Transmission line at 3 no location in CUTTACK ANGUL Section NH 55 from KM 60.000 to km 112.000 PKGII in the state of Odisha 2nd Call] [NHAI/13012/106/RO/OD/2023][2023_NHAI_166849_1],National Highways Authority of India||RO-Bhubaneswar - NHAI,"8,43,58,662"
06-Sep-2023 01:35 PM,11-Sep-2023 01:35 PM,12-Sep-2023 01:35 PM,"[Multiple Works Repair and renovation for Govt. accommodations allotted in various types and various location in South District ,New Delhi.] [259-261/DPHCL/ENGG][2023_DPHCL_166847_1]",Delhi Police Housing Corporation Ltd,"84,17,346"
06-Sep-2023 01:30 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:30 PM,[E Tender for Two Smoking Lounge and sales Kiosk in DSHA/ISHA areas at Madurai Airport] [AAI/MDU/COMML/ET/202324/04][2023_AAI_166822_1],Airports Authority of India||Southern Region - AAI||MADURAI - AAI||COMMERCIAL-VOMD - AAI,"56,528"
06-Sep-2023 01:30 PM,11-Sep-2023 01:30 PM,12-Sep-2023 01:30 PM,"[Multiple Works of Repair and Renovation for Govt. accommodations allotted quarter at various location in South District, New Delhi.] [257-258/DPHCL/ENGG][2023_DPHCL_166846_1]",Delhi Police Housing Corporation Ltd,"84,17,346"
06-Sep-2023 01:30 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:30 PM,[E Tender for Comprehensive License for Meet and Greet Services Airport Entry Ticket and Trolley Advertisement cum Retrieval Facilities at Madurai Airport] [AAI/MDU/COMML/ET/202324/03][2023_AAI_166798_1],Airports Authority of India||Southern Region - AAI||MADURAI - AAI||COMMERCIAL-VOMD - AAI,"12,20,139"
06-Sep-2023 01:15 PM,11-Sep-2023 01:15 PM,12-Sep-2023 01:15 PM,"[Multiple Works of Repair and Renovation for Govt. accommodations allotted quarter at various location in South-West, New Delhi.] [252-256/DPHCL/ENGG][2023_DPHCL_166842_1]",Delhi Police Housing Corporation Ltd,"70,65,795"
06-Sep-2023 01:05 PM,28-Sep-2023 02:00 PM,29-Sep-2023 03:00 PM,[ABOVEGROUND GI INSTALLATIONS INCLUDING LAST MILE CONNECTIVITY AT CONSUMER END AT FIVE GAS AND GAJAPATI BOUDH AND SONEPUR CGD PROJECT 1.5 YEARS ARC] [05/51/23V1-U999/GAIL Gas/001-ii-08][2023_GAILG_166655_1],GAIL Gas Limited||EPMC - GAIL Gas Ltd. Noida||Contract and Procurement - EPMC Noida,NA
06-Sep-2023 01:00 PM,11-Sep-2023 01:00 PM,12-Sep-2023 01:00 PM,"[Multiple Works of Repair and Renovation for Govt. accommodations allotted quarter at various location in South-West District, New Delhi.] [250-251/DPHCL/ENGG][2023_DPHCL_166831_1]",Delhi Police Housing Corporation Ltd,"61,25,869"
06-Sep-2023 01:00 PM,14-Sep-2023 02:00 PM,15-Sep-2023 03:00 PM,[DE/TP/RYP/ETndr/23-24/12 1.9.23] [DE/TP/RYP/E-Tender/ 2023-24/12 Dt01.09.2023][2023_BSNL_166823_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||WTR, Nagpur","11,80,288"
06-Sep-2023 01:00 PM,11-Sep-2023 02:30 PM,11-Sep-2023 03:00 PM,[ Supply of Diamond Wheel 3mm thick Resin Bonded] [206/00869/2023][2023_CEL_166814_1],Central Electronics Limited,NA
06-Sep-2023 01:00 PM,14-Sep-2023 02:00 PM,15-Sep-2023 03:00 PM,[DE/TP/RYP/ETndr/23-24/12 1.9.23] [DE/TP/RYP/E-Tender/ 2023-24/12 Dt01.09.2023][2023_BSNL_166823_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||WTR, Nagpur","11,80,288"
06-Sep-2023 01:00 PM,13-Sep-2023 03:00 PM,13-Sep-2023 03:05 PM,[EE EM II/ MCD/ 2023-24/ 6] [EE EM II/ MCD/ 2023-24/ 6][2023_SDMC_166807_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC,"13,32,961"
06-Sep-2023 01:00 PM,14-Sep-2023 10:00 AM,14-Sep-2023 10:00 AM,[Electrical Work-CSPZ] [MCD/TR/4425/2023_6_1_1/1][2023_MCD_166789_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"92,587"
06-Sep-2023 01:00 PM,14-Sep-2023 10:00 AM,14-Sep-2023 10:00 AM,[Electrical Work-CSPZ] [MCD/TR/6159/2023_6_1_1/1][2023_MCD_166787_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"5,01,978"
06-Sep-2023 01:00 PM,14-Sep-2023 10:00 AM,14-Sep-2023 10:00 AM,[Electrical Work-CSPZ] [MCD/TR/4446/2023_6_1_1/1][2023_MCD_166790_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"2,64,964"
06-Sep-2023 01:00 PM,14-Sep-2023 10:00 AM,14-Sep-2023 10:00 AM,[Electrical Work-CSPZ] [MCD/TR/4610/2023_6_1_1/1][2023_MCD_166791_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"71,137"
06-Sep-2023 01:00 PM,14-Sep-2023 10:00 AM,14-Sep-2023 10:00 AM,[Electrical Work-CSPZ] [MCD/TR/4894/2023_6_1_1/1][2023_MCD_166792_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"1,16,22,936"
